gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,ch,dvt,lct,lt,ni,re,revt,seq,teq,xt,costat,ggroup
18700,20131231,2013,INDL,C,D,STD,CRT.UN,CT REAL ESTATE INVESTMENT TR,CAD,3611.243,46.999,,30.582,1830.857,,,,880.199,1780.386,,A,4040
18732,20131231,2013,INDL,C,D,STD,LKFN,LAKELAND FINANCIAL CORP,USD,3175.764,55.727,9.385,,2853.8,38.839,230.614,138.473,321.875,321.964,,A,4010
18745,20131231,2013,INDL,C,D,STD,ESNT,ESSENT GROUP LTD,USD,853.97,477.655,0,,131.829,65.413,-33.546,131.403,722.141,722.141,,A,4010
18747,20131231,2013,INDL,C,D,STD,GDEF,GLOBAL DEFENSE & NATL SEC,USD,73.767,0.827,0,0.125,2.022,,0,,71.745,71.745,,A,
18748,20131231,2013,INDL,C,D,STD,VJET,VOXELJET AG,USD,79.802,,0,9.769,17.245,-3.74,-5.178,16.105,62.557,62.557,,A,2010
18749,20131231,2013,INDL,C,D,STD,AERI,AERIE PHARMACEUTICALS INC,USD,70.458,69.649,,3.482,3.482,-31.148,66.953,0,66.976,66.976,,A,3520
18750,20131231,2013,INDL,C,D,STD,CRTO,CRITEO SA,USD,538.91,322.902,0,163.542,173.665,1.467,30.275,611.732,364.952,365.245,,A,4510
18774,20131231,2013,INDL,C,D,STD,VLP,VALERO ENERGY PARTNERS LP,USD,656.442,375.118,0,10.314,14.851,50.151,,94.529,641.591,641.591,,A,1010
18792,20131231,2013,INDL,C,D,STD,GLPI,GAMING & LEISURE PPTYS,USD,2609.239,285.221,2090,,2466.81,19.83,137.891,242.13,142.429,142.429,,A,4040
18800,20131231,2013,INDL,C,D,STD,MA.,MANAC INC,CAD,123.723,18.785,0,30.339,47.087,13.116,11.925,288.007,76.636,76.636,,A,2010
18838,20130228,2012,INDL,C,D,STD,CUDA,BARRACUDA NETWORKS INC,USD,212.248,30.095,130,179.259,304.314,-7.391,-280.243,198.931,-89.581,-92.066,,A,4510
18839,20131231,2013,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,186.08,69.579,49.854,18.705,32.807,1.258,-230.323,299.712,153.045,153.273,,A,2530
18841,20131231,2013,INDL,C,D,STD,SCAI,SURGICAL CARE AFFILIATES INC,USD,1422.417,85.816,74.9,197.57,984.544,-51.344,-208.115,802.035,205.686,415.971,,A,3510
18842,20130228,2012,INDL,C,D,STD,TCS,CONTAINER STORE GROUP,USD,752.82,25.351,0,131.819,519.445,-0.13,-221.117,706.757,233.375,233.375,,A,2550
18850,20131231,2013,INDL,C,D,STD,ESBA,EMPIRE STATE REALTY OP LP,USD,2476.061,60.743,174.628,,1472.876,156.199,,348.53,1003.185,1003.185,,A,4040
18866,20131231,2013,INDL,C,D,STD,ARCX,ARC LOGISTICS PARTNERS LP,USD,339.366,4.454,0,6.411,111.974,12.831,,47.841,227.392,227.392,,A,1010
18868,20131231,2013,INDL,C,D,STD,OCIP,OCI PARTNERS LP,USD,604.38,182.977,0,61.358,453.009,154.351,,427.964,151.371,151.371,,A,1510
18869,20131231,2013,INDL,C,D,STD,WIX,WIX.COM LTD,USD,115.355,101.258,0,51.659,53.059,-28.72,-88.775,80.473,62.296,62.296,,A,4510
18871,20131231,2013,INDL,C,D,STD,QUNR,QUNAR CAYMAN ISLANDS  -ADR,USD,350.988,161.906,,116.373,125.931,-30.938,-70.683,140.562,225.057,225.057,,A,2550
18872,20131231,2013,INDL,C,D,STD,TWTR,TWITTER INC,USD,3366.24,841.01,0,225.43,416.234,-645.323,-994.949,664.89,2950.006,2950.006,,A,4510
18879,20131231,2013,INDL,C,D,STD,MVNR,MAVENIR SYSTEMS INC,USD,106.599,38.93,0,35.641,62.568,-15.29,-109.87,101.308,44.031,44.031,,A,4510
18894,20131231,2013,INDL,C,D,STD,BCRH,BLUE CAP REINSURANCE,USD,175.5,173.8,,,2.2,,-0.7,,173.3,173.3,,A,4030
18899,20131231,2013,INDL,C,D,STD,TNDM,TANDEM DIABETES CARE INC,USD,162.215,124.385,0,14.599,46.678,-63.139,-169.191,30.907,115.537,115.537,,A,3510
18900,20131231,2013,INDL,C,D,STD,ZU,ZULILY INC,USD,356.087,290.089,0,109.63,113.884,12.908,-45.194,695.709,242.203,242.203,,A,2550
18925,20131231,2013,INDL,C,D,STD,TRVN,TREVENA INC,USD,42.393,37.965,0,2.737,3.402,-23.251,-82.269,0.135,38.991,38.991,,A,3520
18926,20131231,2013,INDL,C,D,STD,DLNG,DYNAGAS LNG PARTNERS LP,USD,488.735,5.677,,14.903,231.036,45.62,,85.679,257.699,257.699,,A,1010
18930,20131231,2013,INDL,C,D,STD,KPTI,KARYOPHARM THERAPEUTICS INC,USD,158.226,155.974,0,3.292,3.292,-33.947,-62.569,0.387,154.934,154.934,,A,3520
18938,20131231,2013,INDL,C,D,STD,XNCR,XENCOR INC,USD,87.315,77.975,,7.479,13.781,-60.258,,10.172,73.534,73.534,,A,3520
18946,20131231,2013,INDL,C,D,STD,MFBP,M&F BANCORP INC,USD,301.489,3.39,0.49,,265.352,0.363,15.678,13.308,36.137,36.137,,A,4010
18947,20131231,2013,INDL,C,D,STD,VCYT,VERACYTE INC,USD,79.63,71.22,0,15.388,23.187,-25.58,-85.649,21.884,56.443,56.443,,A,3510
18973,20131231,2013,INDL,C,D,STD,TLOG,TETRALOGIC PHARMACEUTICALS,USD,55.502,55.136,0,4.93,4.953,-19.95,-89.872,0,50.549,50.549,,A,3520
18975,20130131,2012,INDL,C,D,STD,NMBL,NIMBLE STORAGE INC,USD,72.563,49.205,0,19.607,27.666,-27.857,-57.952,53.84,44.897,44.897,,A,4520
18976,20131231,2013,INDL,C,D,STD,RLYP,RELYPSA INC,USD,106.031,94.759,0,17.829,31.181,-73.845,-225.84,0,74.85,74.85,,A,3520
18983,20131231,2013,INDL,C,D,STD,OXFD,OXFORD IMMUNOTEC GLOBAL PLC,USD,92.744,76.494,,11.133,11.992,-8.664,-103.403,38.784,80.752,80.752,,A,3510
19000,20131231,2013,INDL,C,D,STD,MMI,MARCUS & MILLICHAP INC,USD,167.309,100.952,,56.76,104.812,8.206,-7.939,435.895,62.497,62.497,,A,4020
19025,20131231,2013,INDL,C,D,STD,REPH,RECRO PHARMA INC,USD,0.851,0.013,0,12.931,12.931,-1.958,-17.962,0,-12.08,-12.08,,A,3520
19026,20131231,2013,INDL,C,D,STD,WUBA,58.COM INC  -ADR,USD,333.341,60.494,,113.058,113.058,19.557,-138.995,145.747,220.283,220.283,,A,4510
19040,20131231,2013,INDL,C,D,STD,GOMO,SUNGY MOBILE LTD  -ADR,USD,149.166,125.442,,11.235,11.235,15.167,-45.658,54.321,137.931,137.931,,A,4510
19042,20131231,2013,INDL,C,D,STD,WBAI,500.COM LTD  -ADR,USD,158.3,89.915,0,19.586,24.593,17.519,-26.088,42.872,133.707,133.707,,A,2530
19044,20131231,2013,INDL,C,D,STD,VRNS,VARONIS SYSTEMS INC,USD,47.254,9.633,0,40.397,46.487,-7.475,-47.753,74.616,0.767,0.767,,A,4510
19057,20131231,2013,INDL,C,D,STD,MBTF,MBT FINANCIAL CORP,USD,1222.682,15.448,0,,1112.074,25.537,95.944,55.169,110.608,110.608,,A,4010
19084,20131231,2013,INDL,C,D,STD,AHP,ASHFORD HOSPITALITY PRME INC,USD,961.732,143.776,,,658.605,-11.782,-101.062,233.519,146.027,143.401,,A,4040
19094,20131231,2013,INDL,C,D,STD,NBTB,N B T BANCORP INC,USD,7652.175,157.625,33.518,,6835.606,61.747,369.022,371.938,816.569,816.569,,A,4010
19104,20131231,2013,INDL,C,D,STD,MEP,MIDCOAST ENERGY PARTNERS LP,USD,6036.4,4.9,247.7,1132.1,1483.7,53.3,,5593.6,1569.5,4552.7,,A,1010
19113,20130331,2012,INDL,C,D,STD,NSANY,NISSAN MOTOR CO LTD,USD,135993.734,7336.629,1001.551,48430.809,92727.028,3636.852,26284.855,102268.203,39674.14,43266.706,,A,2510
19116,20131231,2013,INDL,C,D,STD,RXDX,IGNYTA INC,USD,53.319,51.804,0,1.531,11.531,-14.214,-15.573,0,41.788,41.788,,A,3520
19124,20130930,2013,INDL,C,D,STD,NASB,NASB FINANCIAL INC,USD,1144.155,6.347,0,,948.638,27.627,215.843,114.3,195.517,195.517,,A,4010
19129,20131231,2013,INDL,C,D,STD,HNRG,HALLADOR ENERGY CO,USD,260.413,16.228,3.476,10.357,77.079,23.154,95.175,137.436,183.334,183.334,,A,1010
19134,20130331,2012,INDL,C,D,STD,RTGN,RUTHIGEN INC,USD,0.148,0.096,0,0.101,0.101,-0.523,-0.551,0,0.047,0.047,,A,3520
19137,20131231,2013,INDL,C,D,STD,OVBC,OHIO VALLEY BANC CORP,USD,747.368,9.841,2.965,,666.949,8.112,56.49,44.476,80.419,80.419,,A,4010
19142,20131231,2013,INDL,C,D,STD,SWAY,STARWOOD WAYPOINT RES TR,USD,1018.408,44.613,0,,26.352,-23.424,-27.848,17.104,990.419,992.056,,A,4040
19143,20131231,2013,INDL,C,D,STD,KIN,KINDRED BIOSCIENCES INC,USD,65.488,65.329,0,2.21,2.21,-4.213,-4.333,0,63.278,63.278,,A,3520
19149,20131231,2013,INDL,C,D,STD,RARE,ULTRAGENYX PHARMACEUTICAL,USD,59.649,7.427,0,5.921,9.54,-35.07,-74.825,0,50.109,50.109,,A,3520
19150,20131231,2013,INDL,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,2004.034,33.21,5.258,,1856.342,82.085,85.511,99.822,147.692,147.692,,A,4010
19154,20131231,2013,INDL,C,D,STD,CARA,CARA THERAPEUTICS INC,USD,18.083,12.357,,5.433,6.572,-3.963,-62.456,11.964,11.511,11.511,,A,3520
19159,20131231,2013,INDL,C,D,STD,PWOD,PENNS WOODS BANCORP INC,USD,1211.995,23.723,9.56,,1084.18,14.084,42.66,55.341,127.815,127.815,,A,4010
19163,20131231,2013,INDL,C,D,STD,STAY,EXTENDED STAY AMERICA INC,USD,4449.687,60.457,78.4,,3108.479,86.231,-29.831,1132.818,744.576,1341.208,,A,2530
19168,20131231,2013,INDL,C,D,STD,LEVY,LEVY ACQUISITION CORP,USD,151.283,1.079,0,0.071,5.321,,0,,145.962,145.962,,A,
19171,20131231,2013,INDL,C,D,STD,RSPP,RSP PERMIAN INC,USD,587.655,13.234,30,30.866,200.774,62.738,,123.042,386.881,386.881,,A,1010
19172,20130630,2013,INDL,C,D,STD,AMRK,A-MARK PRECIOUS METALS INC,USD,309.608,21.565,15,255.802,256.354,12.514,28.81,7247.717,53.254,53.254,,A,4020
19173,20130630,2013,INDL,C,D,STD,MDDD,MAKISM 3D CORP,USD,0,0,0,0.032,0.032,-0.028,-0.083,0,-0.032,-0.032,,A,4520
19189,20131231,2013,INDL,C,D,STD,SMLR,SEMLER SCIENTIFIC INC,USD,1.724,0.734,0,1.856,2.019,-2.233,-9.352,2.274,-0.295,-0.295,,A,3510
19190,20130630,2013,INDL,C,D,STD,SNOW,INTRAWEST RESORTS HLDGS INC,USD,1121.6,59.775,0,122.507,2140.346,-295.957,,524.407,-1017.992,-1018.746,,A,2530
19191,20131231,2013,INDL,C,D,STD,GENGF,GEAR ENERGY LTD,CAD,246.602,0.841,0,85.327,120.44,-1.059,-50.153,74.736,126.162,126.162,,A,1010
19209,20130831,2013,INDL,C,D,STD,NTIC,NORTHERN TECH INTL,USD,49.054,4.314,0,3.662,4.519,3.367,28.943,22.502,40.734,44.535,,A,1510
19259,20131231,2013,INDL,C,D,STD,BYL.,BAYLIN TECHNOLOGIES INC,USD,84.725,45.058,0,19.982,25.131,0.829,-21.792,80.071,59.594,59.594,,A,4520
19262,20131231,2013,INDL,C,D,STD,CTBI,COMMUNITY TRUST BANCORP INC,USD,3581.716,64.828,19.827,,3169.224,45.172,166.263,197.431,412.492,412.492,,A,4010
19267,20131231,2013,INDL,C,D,STD,DRTTF,DIRTT ENVIRONMENTL SOLUTIONS,CAD,108.891,34.373,0,24.122,40.291,-16.495,-60.719,139.795,68.6,68.6,,A,2520
19274,20131231,2013,INDL,C,D,STD,INGN,INOGEN INC,USD,82.397,13.521,,19.671,26.098,25.435,-62.62,75.443,56.299,56.299,,A,3510
19275,20131231,2013,INDL,C,D,STD,BRG,BLUEROCK RESIDENTIAL GROWTH,USD,172.526,2.984,1.668,,126.444,-2.971,-9.771,8.782,12.001,46.082,,A,4040
19293,20130630,2013,INDL,C,D,STD,FISOF,FISSION 3.0 CORP,CAD,5.169,0,0,0.047,1.235,-2.069,,0,3.934,3.934,,A,1010
19295,20131231,2013,INDL,C,D,STD,ATHM,AUTOHOME INC  -ADR,USD,580.298,188.085,220.925,130.469,214.842,75.352,42.321,200.959,365.456,365.456,,A,4510
19296,20131231,2013,INDL,C,D,STD,CQH,CHENIERE ENERGY PT LLC -REDH,USD,8516.783,351.032,91.386,265.887,6877.039,-258.117,,268.191,1639.744,1639.744,,A,1010
19305,20131231,2013,INDL,C,D,STD,PLPC,PREFORMED LINE PRODUCTS CO,USD,332.406,24.291,3.21,52.215,80.076,20.587,220.466,409.776,252.33,252.33,,A,2010
19318,20131231,2013,INDL,C,D,STD,PRK,PARK NATIONAL CORP,USD,6638.347,129.078,57.949,,5986.6,77.227,425.224,336.224,651.747,651.747,,A,4010
19349,20130930,2013,INDL,C,D,STD,SI,SIEMENS AG,USD,137970.376,12438.665,3421.648,51254.338,99226.438,5798.394,31037.108,102706.287,38049.592,38743.937,,A,2010
19352,20131231,2013,INDL,C,D,STD,CRCM,CARE.COM INC,USD,113.829,29.959,0,22.821,29.884,-28.296,-77.62,81.487,83.945,83.945,,A,4510
19355,20131231,2013,INDL,C,D,STD,SFNC,SIMMONS FIRST NATL CP  -CL A,USD,4383.1,69.827,13.707,,3979.268,23.231,315.575,183.729,403.832,403.832,,A,4010
19377,20131231,2013,INDL,C,D,STD,RICE,RICE ENERGY INC,USD,879.81,31.612,0,132.938,581.163,-35.776,-61.814,88.604,298.647,298.647,,A,1010
19391,20130630,2013,INDL,C,D,STD,MBUU,MALIBU BOATS INC,USD,65.927,15.957,23.542,25.505,45.913,17.984,5.913,167.012,20.014,20.014,,A,2520
19392,20131231,2013,INDL,C,D,STD,ACZ.UN,AMERICAN CORE SECTORS DIV FD,CAD,47.43,,,,0.476,,,,46.954,46.954,,A,
19393,20131231,2013,INDL,C,D,STD,NGI.UN,NDX GROWTH & INCOME FUND,CAD,30.938,12.501,,,1.521,,,,29.417,29.417,,A,
19398,20131231,2013,INDL,C,D,STD,DENN,DENNYS CORP,USD,295.777,2.943,0,74.085,287.346,24.572,-487.788,462.593,8.431,8.431,,A,2530
19402,20130131,2012,INDL,C,D,STD,GIII,G-III APPAREL GROUP LTD,USD,717.772,27.36,0,233.216,288.532,56.875,261.96,1399.719,429.399,429.24,,A,2520
19412,20131231,2013,INDL,C,D,STD,ITCI,INTRA-CELLULAR THERAPIES INC,USD,38.449,35.151,,6.834,6.834,-26.868,-57.564,2.737,31.615,31.615,,A,3520
19416,20131231,2013,INDL,C,D,STD,NRX,NEPHROGENEX INC,USD,2.62,2.132,,16.805,16.805,-6.305,-40.998,0,-14.185,-14.185,,A,3520
19418,20131231,2013,INDL,C,D,STD,ASPX,AUSPEX PHARMACEUTICALS INC,USD,38.872,36.65,,3.492,21.964,-15.629,-65.48,0,16.908,16.908,,A,3520
19423,20131231,2013,INDL,C,D,STD,CRRGF,CHAPARRAL GOLD CORP,USD,147.201,46.109,,3.067,11.227,,-0.115,,135.974,135.974,,A,1510
19424,20130930,2013,INDL,C,D,STD,APTA,APTALIS HOLDINGS INC  -REDH,USD,1341.217,229.903,,261.645,1294.572,86.852,-644.8,687.906,46.645,46.645,,A,3520
19425,20131231,2013,INDL,C,D,STD,GNCA,GENOCEA BIOSCIENCES INC,USD,15.761,12.208,0,4.493,14.33,-20.806,-80.131,0.731,1.431,1.431,,A,3520
19428,20131231,2013,INDL,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,3560.25,96.167,10.402,,3179.552,33.729,303.051,184.11,380.698,380.698,,A,4010
19431,20130131,2012,INDL,C,D,STD,MFRI,MFRI INC,USD,149.479,7.035,0,49.201,95.224,-18.485,3.828,212.018,54.255,54.255,,A,2010
19433,20130930,2013,INDL,C,D,STD,PHX,PANHANDLE OIL & GAS INC,USD,147.838,2.867,2.327,10.301,52.183,13.96,96.454,62.156,95.655,95.655,,A,1010
19440,20131231,2013,INDL,C,D,STD,LADR,LADDER CAPITAL CORP,USD,3489.063,78.742,,,2303.829,189.831,,334.669,1176.397,1185.234,,A,4010
19471,20131231,2013,INDL,C,D,STD,RVNC,REVANCE THERAPEUTICS INC,USD,22.645,3.914,,47.561,56.212,-52.448,-195.88,0.617,-33.567,-33.567,,A,3520
19507,20131231,2013,INDL,C,D,STD,CBSO,CBS OUTDOOR AMERICAS  -SPN,USD,3355.5,29.8,,212.2,601.1,143.5,,1294,2754.4,2754.4,,A,2540
19516,20131231,2013,INDL,C,D,STD,IBP,INSTALLED BLDG PRODUCTS INC,USD,191.07,4.065,,64.443,125.651,6.04,-71.591,431.929,65.419,65.419,,A,2520
19517,20131231,2013,INDL,C,D,STD,OGS,ONE GAS INC,USD,3846.475,3.171,14.969,769.077,2607.452,99.195,,1689.952,1239.023,1239.023,,A,5510
19518,20131231,2013,INDL,C,D,STD,KN,KNOWLES CORP,USD,2170.116,105.588,0,209.975,282.989,105.814,,1214.803,1887.127,1887.127,,A,4520
19525,20131231,2013,INDL,C,D,STD,BLVD,BOULEVARD ACQUISITION CORP,USD,0.144,0.025,,0.119,0.119,,0,,0.025,0.025,,A,
19526,20131231,2013,INDL,C,D,STD,FPI,FARMLAND PARTNERS INC  -REDH,USD,39.669,0.017,6.765,,44.393,0.034,,2.35,-4.724,-4.724,,A,4040
19527,20130930,2013,INDL,C,D,STD,MCLB,MICROLIN BIO INC  -REDH,USD,0,0,,1.556,3.734,,-5.505,,-3.734,-3.734,,A,3520
19528,20131231,2013,INDL,C,D,STD,PIH,1347 PROPERTY INS HLDGS INC,USD,23.178,15.007,0,,15.296,-0.748,-0.868,5.091,7.882,7.882,,A,4030
19529,20131231,2013,INDL,C,D,STD,CWAY,COASTWAY BANCORP INC,USD,432.678,2.621,0,,404.839,0.222,27.839,20.114,27.839,27.839,,A,4010
19538,20131231,2013,INDL,C,D,STD,STSA,STERLING FINANCIAL CORP/WA,USD,10319.249,109.942,59.194,,9103.302,93.641,-756.51,512.063,1215.947,1215.947,,A,4010
19565,20131231,2013,INDL,C,D,STD,RIO,RIO TINTO GROUP (GBP),USD,111025,10216,3518,15371,57523,3665,36476,51965,45886,53502,,A,1510
19570,20131231,2013,INDL,C,D,STD,STBA,S & T BANCORP INC,USD,4533.19,54.762,18.137,,3961.884,50.539,455.464,202.19,571.306,571.306,,A,4010
19574,20131231,2013,INDL,C,D,STD,NEWM,NEW MEDIA INVESTMENT GROUP,USD,689.953,31.811,149,102.422,294.591,794.204,7.664,516.521,395.362,395.362,,A,2540
19576,20131231,2013,INDL,C,D,STD,HCAC,HENNESSY CAPITAL ACQUISITION,USD,0.348,0.002,0,0.323,0.323,,0,,0.025,0.025,,A,
19581,20130131,2012,INDL,C,D,STD,LE,LANDS' END INC,USD,1217.722,28.257,68.799,193.73,394.485,49.827,,1585.927,823.237,823.237,,A,2550
19605,20131231,2013,INDL,C,D,STD,RAND,RAND CAPITAL CORP,USD,39.75,,0,,11.681,2.873,17.991,2.451,28.069,28.069,,A,4020
19622,20130630,2013,INDL,C,D,STD,XDSL,MPHASE TECHNOLOGIES INC,USD,0.112,0.001,0,4.504,5.007,-0.261,-203.692,0.004,-4.895,-4.895,,A,2010
19661,20130331,2012,INDL,C,D,STD,TM,TOYOTA MOTOR CORP,USD,376841,18249,2018,137134,241190,10218,130980,234327,129015,135651,,A,2510
19696,20131231,2013,INDL,C,D,STD,UNIEF,UNI-SELECT INC,CAD,1282.706,0.061,11.361,387.058,762.817,22.687,425.642,1901.985,519.889,519.889,,A,2550
19712,20131231,2013,INDL,C,D,STD,OXBRU,OXBRIDGE RE HOLDINGS LTD,USD,11.363,0.695,0,,3.914,0.853,0.853,1.483,7.449,7.449,,A,4030
19713,20131231,2013,INDL,C,D,STD,UBSH,UNION FIRST MARKET BANKSHARS,USD,4176.571,66.09,12.535,,3738.332,34.496,234.449,211.821,438.239,438.239,,A,4010
19717,20131231,2013,INDL,C,D,STD,AQXP,AQUINOX PHARMACEUTICALS INC,USD,15.649,11.006,0,2.62,7.484,-8.729,-66.229,0,8.165,8.165,,A,3520
19718,20131231,2013,INDL,C,D,STD,AKAO,ACHAOGEN INC,USD,20.758,10.738,0,10.989,13.056,-13.112,-128.724,18.512,7.702,7.702,,A,3520
19730,20130630,2013,INDL,C,D,STD,PCTY,PAYLOCITY HOLDING CORP,USD,377.916,7.594,0,364.411,367.935,0.617,-27.061,75.835,9.981,9.981,,A,2020
19731,20130630,2013,INDL,C,D,STD,OBTLY,ORBITAL CORP LTD,USD,33.114,6.326,0,6.683,15.245,0.334,-0.019,24.276,17.869,17.869,,A,2510
19747,20131231,2013,INDL,C,D,STD,COUP,COUPONS.COM INC,USD,134.236,38.972,0,63.757,66.22,-11.249,-168.714,167.892,68.016,68.016,,A,2550
19752,20130630,2013,INDL,C,D,STD,CMFN,CM FINANCE INC,USD,186.938,0,0,,99.687,7.996,,6.773,87.251,87.251,,A,4020
19753,20131231,2013,INDL,C,D,STD,RUBI,RUBICON PROJECT INC,USD,149.887,29.956,0,123.387,133.727,-9.249,-61.943,83.83,16.16,16.16,,A,4510
19757,20131231,2013,INDL,C,D,STD,DPRX,DIPEXIUM PHARMACEUTICALS INC,USD,4.03,3.861,0,0.824,0.824,-4.014,,0,3.206,3.206,,A,3520
19758,20130331,2012,INDL,C,D,STD,DSG,DIAMOND S SHIPPING GP  -REDH,USD,1168.143,38.772,,87.21,675.548,11.036,,175.874,492.595,492.595,,A,1010
19761,20130630,2013,INDL,C,D,STD,3CTRV,CONTRAVIR PHARMACEUTICALS,USD,0.087,0.087,,0.227,0.227,,-0.14,,-0.14,-0.14,,A,3520
19771,20131231,2013,INDL,C,D,STD,GLMD,GALMED PHARMACEUTICALS LTD,USD,0.166,0.137,0,1.689,2.117,-17.485,-27.642,0,-1.951,-1.951,,A,3520
19772,20131231,2013,INDL,C,D,STD,ORPN,BIO BLAST PHARMA LTD-REDH,USD,0.306,0.27,,0.131,0.131,-1.145,-1.4,0,0.175,0.175,,A,3520
19773,20131231,2013,INDL,C,D,STD,CSLT,CASTLIGHT HEALTH INC,USD,83.517,25.154,0,22.523,27.444,-62.182,-131.236,12.973,56.073,56.073,,A,3510
19784,20130930,2013,INDL,C,D,STD,EGRX,EAGLE PHARMACEUTICALS INC,USD,18.103,10.455,0,14.342,16.049,-6.048,-102.136,13.679,2.054,2.054,,A,3520
19788,20131231,2013,INDL,C,D,STD,IT.,INTERTAIN GROUP LTD,USD,4.065,0.024,0,1.147,1.147,0.882,2.712,2.456,2.918,2.918,,A,
19817,20131231,2013,INDL,C,D,STD,UVSP,UNIVEST CORP OF PENNSYLVANIA,USD,2191.559,32.646,13.286,,1911.053,21.189,162.647,126.229,280.506,280.506,,A,4010
19824,20131231,2013,INDL,C,D,STD,AU,ANGLOGOLD ASHANTI LTD,USD,9674,648,,1179,6567,-2230,-3927,5664,3079,3107,,A,1510
19830,20131231,2013,INDL,C,D,STD,BRDR,BORDERFREE INC  -REDH,USD,72.313,43.599,0,42.043,43.653,-0.654,-16.428,110.457,28.66,28.66,,A,4510
19832,20131231,2013,INDL,C,D,STD,VSAR,VERSARTIS INC,USD,14.683,13.213,0,3.983,4.478,-18.497,-53.746,0,10.205,10.205,,A,3520
19845,20131231,2013,INDL,C,D,STD,LMNS,LUMENIS LTD,USD,206.445,42.811,0.051,100.516,188.745,17.393,-583.331,265.356,17.7,17.7,,A,3510
19849,20131231,2013,INDL,C,D,STD,ATEN,A10 NETWORKS INC,USD,93.794,20.793,0,63.597,102.499,-27.096,-147.065,141.738,-8.705,-8.705,,A,4510
19859,20131231,2013,INDL,C,D,STD,AKBA,AKEBIA THERAPEUTICS INC,USD,34.665,21.216,0,3.902,3.91,-13.167,-127.072,0,30.755,30.755,,A,3520
19873,20131231,2013,INDL,C,D,STD,WASH,WASHINGTON TR BANCORP INC,USD,3188.867,81.939,17.232,,2859.221,36.153,231.042,178.428,329.646,329.646,,A,4010
19876,20131231,2013,INDL,C,D,STD,KING,KING DIGITAL ENTERTAINMENT,USD,806.863,408.695,286.719,317.29,439.476,567.594,367.322,1884.301,367.387,367.387,,A,4510
19877,20131231,2013,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,61.108,18.675,0,29.191,55.372,-17.875,-44.732,56.872,5.736,5.736,,A,4510
19881,20131231,2013,INDL,C,D,STD,TWOU,2U INC,USD,28.652,7.012,0,20.211,22.629,-27.953,-99.849,83.127,6.023,6.023,,A,2530
19898,20131231,2013,INDL,C,D,STD,HIVE,AEROHIVE NETWORKS INC,USD,69.857,35.023,0,44.278,73.202,-33.227,-120.334,107.135,-3.345,-3.345,,A,4510
19906,20131231,2013,INDL,C,D,STD,GRUB,GRUBHUB INC,USD,762.812,86.542,1.893,92.591,187.022,6.747,57.012,137.143,575.79,575.79,,A,4510
19908,20131231,2013,INDL,C,D,STD,FIVN,FIVE9 INC,USD,56.278,17.748,0,25.293,59.246,-31.314,-90.796,84.132,-2.968,-2.968,,A,4510
19909,20130331,2012,INDL,C,D,STD,KANG,IKANG HEALTHCARE GROUP -ADR,USD,165.361,63.154,0,73.924,74.548,12.111,-128.601,133.871,89.783,90.813,,A,3510
19910,20131231,2013,INDL,C,D,STD,OPWR,OPOWER INC,USD,63.135,28.819,0,62.886,69.398,-14.161,-83.363,88.703,-6.263,-6.263,,A,4510
19912,20130930,2013,INDL,C,D,STD,CORI,CORIUM INTERNATIONAL INC,USD,44.022,13.581,0,15.157,102.637,-13.877,-92.423,50.27,-58.615,-58.615,,A,3520
19927,20131231,2013,INDL,C,D,STD,MC,MOELIS & CO-REDH,USD,443.463,303.024,,,134.093,70.225,,411.386,309.37,309.37,,A,4020
19932,20131231,2013,INDL,C,D,STD,YDKN,YADKIN FINANCIAL CORP,USD,1806.027,32.226,1.877,,1621.557,18.826,-45.437,92.393,184.47,184.47,,A,4010
19935,20131231,2013,INDL,C,D,STD,ENLC,ENLINK MIDSTREAM LLC,USD,2309.8,0,117.6,44.7,526.1,115.5,,2390.7,1783.7,1783.7,,A,1010
19943,20131231,2013,INDL,C,D,STD,FBAYF,FORTUNE BAY CORP,CAD,0,0,,0.002,0.002,,-0.002,,-0.002,-0.002,,A,1510
19951,20131130,2013,INDL,C,D,STD,MCET,MULTICELL TECHNOLOGIES INC,USD,0.179,0.146,0,1.279,1.746,-1.235,-43.489,0.049,-0.363,-1.567,,A,3520
19965,20131231,2013,INDL,C,D,STD,POPE,POPE RESOURCES/DE  -LP,USD,310.908,6.96,8.886,7.979,96.294,13.135,,70.692,69.445,214.614,,A,1510
19967,20130630,2013,INDL,C,D,STD,AGTC,APPLIED GENETIC TECHNOLOGIES,USD,25.49,8.893,0,3.46,3.57,-4.99,-48.426,0.942,21.92,21.92,,A,3520
19974,20131231,2013,INDL,C,D,STD,TSLX,TPG SPECIALTY LENDING INC,USD,1039.15,3.471,55.385,,464.454,66.983,21.891,92.61,574.696,574.696,,A,4020
19976,20131231,2013,INDL,C,D,STD,AMZKF,AUTOMODULAR CORP,CAD,58.365,35.84,6.712,14.68,15.214,10.363,0.098,84.613,43.151,43.151,,A,2510
19977,20131231,2013,INDL,C,D,STD,WATT,ENERGOUS CORP  -REDH,USD,2.366,1.954,0,7.711,7.711,-5.521,-5.542,0,-5.345,-5.345,,A,4520
